step,t_s,segment,status,traj_t,left_error_m,right_error_m,left_speed_mps,right_speed_mps,left_target_x_m,left_target_y_m,left_target_z_m,left_actual_x_m,left_actual_y_m,left_actual_z_m,right_target_x_m,right_target_y_m,right_target_z_m,right_actual_x_m,right_actual_y_m,right_actual_z_m,tau_00_nm,tau_01_nm,tau_02_nm,tau_03_nm,tau_04_nm,tau_05_nm,tau_06_nm,tau_07_nm,tau_08_nm,tau_09_nm,tau_10_nm,tau_11_nm,tau_12_nm,tau_13_nm,q_00_rad,q_01_rad,q_02_rad,q_03_rad,q_04_rad,q_05_rad,q_06_rad,q_07_rad,q_08_rad,q_09_rad,q_10_rad,q_11_rad,q_12_rad,q_13_rad,qd_00_rad_s,qd_01_rad_s,qd_02_rad_s,qd_03_rad_s,qd_04_rad_s,qd_05_rad_s,qd_06_rad_s,qd_07_rad_s,qd_08_rad_s,qd_09_rad_s,qd_10_rad_s,qd_11_rad_s,qd_12_rad_s,qd_13_rad_s
7220,7.220000,step_3,0,7.221000,0.018580092,0.010570071,0.040606683,0.037971759,0.071867500,0.195360776,0.030730000,0.068755386,0.200609547,0.013180500,0.163132424,-0.192337808,0.040708944,0.162551638,-0.196569185,0.031040204,0.512281874,0.336112577,0.018601322,-0.113622598,0.032664361,0.047838337,-0.003092676,0.083516649,-0.370999545,-0.082433557,0.982081006,-0.025206673,-0.044919408,-0.015831042,0.017063115,0.033275021,-0.003307442,0.018591514,0.004399377,-0.037372096,0.002291059,-0.090606781,-0.035802524,-0.006128315,0.475243744,-0.011883935,0.036319326,0.078423023,-0.017406825,0.021969683,-0.836996075,0.020391443,0.998699648,0.192196150,-0.037579872,-0.012308776,-0.065468867,0.059846751,0.069496677,-0.218488472,-0.156070110,0.039388549
7230,7.230000,step_3,0,7.231000,0.018481833,0.010411223,0.039837128,0.037097293,0.071867500,0.195360776,0.030730000,0.068861708,0.200329384,0.013184166,0.163132424,-0.192337808,0.040708944,0.162649488,-0.196317552,0.031100511,0.511569854,0.338436132,0.018476211,-0.113259993,0.032651699,0.047974340,-0.003003389,0.083550214,-0.372795301,-0.082519044,0.982642693,-0.025215369,-0.045047824,-0.015973442,0.016891917,0.033904950,-0.003358817,0.018718141,0.004467540,-0.038061032,0.001992113,-0.090734555,-0.036386775,-0.006187550,0.475948003,-0.012124849,0.036892647,0.079024917,-0.016872106,0.020420687,-0.836795312,0.020274919,0.998489911,0.193979650,-0.037139004,-0.012807877,-0.063647216,0.059898888,0.069034116,-0.217829950,-0.157799464,0.038623835
7240,7.240000,step_3,0,7.241000,0.018390098,0.010261162,0.039056973,0.036215699,0.071867500,0.195360776,0.030730000,0.068965283,0.200056495,0.013187963,0.163132424,-0.192337808,0.040708944,0.162744011,-0.196074028,0.031160057,0.510892855,0.340656593,0.018356283,-0.112911981,0.032638977,0.048112405,-0.002911932,0.083559554,-0.374490277,-0.082596760,0.983163251,-0.025222873,-0.045177669,-0.016119372,0.016726161,0.034518827,-0.003409111,0.018843753,0.004534382,-0.038734231,0.001698715,-0.090867286,-0.036952774,-0.006244437,0.476647466,-0.012360002,0.037448679,0.079618188,-0.016329978,0.018848508,-0.836592659,0.020155873,0.998276354,0.195787778,-0.036684275,-0.013304011,-0.061809338,0.059954275,0.068554479,-0.217160807,-0.159544914,0.037838034
7250,7.250000,step_3,0,7.251000,0.018304659,0.010119636,0.038267102,0.035328109,0.071867500,0.195360776,0.030730000,0.069066072,0.199790974,0.013191873,0.163132424,-0.192337808,0.040708944,0.162835188,-0.195838673,0.031218810,0.510250279,0.342775689,0.018241475,-0.112578185,0.032626198,0.048252419,-0.002818408,0.083545510,-0.376087609,-0.082667342,0.983643916,-0.025229208,-0.045308818,-0.016268606,0.016565916,0.035116434,-0.003458303,0.018968320,0.004599872,-0.039391432,0.001410978,-0.091004943,-0.037500372,-0.006298965,0.477341971,-0.012589282,0.037987267,0.080202662,-0.015781025,0.017254950,-0.836388243,0.020034489,0.998059130,0.197618711,-0.036216294,-0.013796776,-0.059957568,0.060012566,0.068058818,-0.216481773,-0.161304275,0.037032489
7260,7.260000,step_3,0,7.261000,0.018225277,0.009986370,0.037468427,0.034435685,0.071867500,0.195360776,0.030730000,0.069164042,0.199532908,0.013195881,0.163132424,-0.192337808,0.040708944,0.162923003,-0.195611533,0.031276741,0.509641459,0.344795365,0.018131714,-0.112258196,0.032613368,0.048394263,-0.002722925,0.083508996,-0.377590696,-0.082731469,0.984086008,-0.025234398,-0.045441145,-0.016420910,0.016411244,0.035697572,-0.003506376,0.019091816,0.004663979,-0.040032390,0.001129006,-0.091147489,-0.038029441,-0.006351129,0.478031365,-0.012812587,0.038508276,0.080778176,-0.015225845,0.015641870,-0.836182198,0.019910959,0.997838402,0.199470572,-0.035735698,-0.014285759,-0.058094302,0.060073399,0.067548212,-0.215793611,-0.163075309,0.036208587
7270,7.270000,step_3,0,7.271000,0.018151704,0.009861063,0.036661884,0.033539616,0.071867500,0.195360776,0.030730000,0.069259162,0.199282375,0.013199969,0.163132424,-0.192337808,0.040708944,0.163007444,-0.195392647,0.031333822,0.509065657,0.346717779,0.018026917,-0.111951568,0.032600492,0.048537815,-0.002625594,0.083450997,-0.379003207,-0.082789864,0.984490931,-0.025238467,-0.045574520,-0.016576045,0.016262205,0.036262057,-0.003553314,0.019214216,0.004726677,-0.040656880,0.000852899,-0.091294887,-0.038539880,-0.006400924,0.478715507,-0.013029825,0.039011594,0.081344582,-0.014665056,0.014011182,-0.835974656,0.019785482,0.997614339,0.201341433,-0.035243152,-0.014770535,-0.056221996,0.060136397,0.067023762,-0.215097113,-0.164855724,0.035367763
7280,7.280000,step_3,0,7.281000,0.018083687,0.009743396,0.035848437,0.032641120,0.071867500,0.195360776,0.030730000,0.069351406,0.199039446,0.013204123,0.163132424,-0.192337808,0.040708944,0.163088504,-0.195182039,0.031390029,0.508522063,0.348545317,0.017926993,-0.111657818,0.032587575,0.048682951,-0.002526533,0.083372570,-0.380329087,-0.082843295,0.984860177,-0.025241445,-0.045708810,-0.016733762,0.016118848,0.036809729,-0.003599102,0.019335498,0.004787938,-0.041264696,0.000582748,-0.091447091,-0.039031612,-0.006448353,0.479394266,-0.013240909,0.039497133,0.081901749,-0.014099292,0.012364851,-0.835765756,0.019658264,0.997387118,0.203229308,-0.034739349,-0.015250669,-0.054343166,0.060201168,0.066486593,-0.214393105,-0.166643176,0.034511493
7290,7.290000,step_3,0,7.291000,0.018020967,0.009633031,0.035029074,0.031741445,0.071867500,0.195360776,0.030730000,0.069440749,0.198804180,0.013208325,0.163132424,-0.192337808,0.040708944,0.163166181,-0.194979726,0.031445337,0.508009795,0.350280587,0.017831843,-0.111376431,0.032574622,0.048829542,-0.002425862,0.083274847,-0.381572557,-0.082892577,0.985195330,-0.025243359,-0.045843877,-0.016893808,0.015981218,0.037340446,-0.003643724,0.019455640,0.004847738,-0.041855652,0.000318637,-0.091604053,-0.039504585,-0.006493419,0.480067524,-0.013445763,0.039964829,0.082449560,-0.013529204,0.010704898,-0.835555639,0.019529517,0.997156922,0.205132160,-0.034225014,-0.015725714,-0.052460389,0.060267303,0.065937853,-0.213682444,-0.168435264,0.033641299
7300,7.300000,step_3,0,7.301000,0.017963282,0.009529616,0.034204810,0.030841864,0.071867500,0.195360776,0.030730000,0.069527171,0.198576629,0.013212562,0.163132424,-0.192337808,0.040708944,0.163240477,-0.194785710,0.031499727,0.507527898,0.351926425,0.017741357,-0.111106849,0.032561637,0.048977455,-0.002323708,0.083159038,-0.382738121,-0.082938569,0.985498066,-0.025244243,-0.045979581,-0.017055921,0.015849353,0.037854087,-0.003687167,0.019574624,0.004906055,-0.042429580,0.000060640,-0.091765722,-0.039958774,-0.006536132,0.480735173,-0.013644319,0.040414640,0.082987911,-0.012955460,0.009033398,-0.835344445,0.019399463,0.996923944,0.207047898,-0.033700898,-0.016195210,-0.050576303,0.060334378,0.065378709,-0.212966019,-0.170229535,0.032758747
7310,7.310000,step_3,0,7.311000,0.017910368,0.009432788,0.033376684,0.029943681,0.071867500,0.195360776,0.030730000,0.069610656,0.198356834,0.013216818,0.163132424,-0.192337808,0.040708944,0.163311398,-0.194599982,0.031553179,0.507075341,0.353485904,0.017655416,-0.110848482,0.032548625,0.049126555,-0.002220199,0.083026429,-0.383830565,-0.082982177,0.985770158,-0.025244129,-0.046115775,-0.017219832,0.015723286,0.038350551,-0.003729421,0.019692433,0.004962866,-0.042986336,-0.000191172,-0.091932038,-0.040394179,-0.006576506,0.481397118,-0.013836518,0.040846553,0.083516718,-0.012378746,0.007352479,-0.835132322,0.019268329,0.996688381,0.208974379,-0.033167782,-0.016658688,-0.048693605,0.060401954,0.064810354,-0.212244751,-0.172023484,0.031865444
7320,7.320000,step_3,0,7.321000,0.017861959,0.009342178,0.032545764,0.029048228,0.071867500,0.195360776,0.030730000,0.069691191,0.198144827,0.013221078,0.163132424,-0.192337808,0.040708944,0.163378956,-0.194422522,0.031605677,0.506651017,0.354962328,0.017573891,-0.110600698,0.032535592,0.049276703,-0.002115471,0.082878385,-0.384854964,-0.083024355,0.986013477,-0.025243054,-0.046252310,-0.017385266,0.015603038,0.038829759,-0.003770474,0.019809054,0.005018153,-0.043525796,-0.000436742,-0.092102941,-0.040810830,-0.006614559,0.482053275,-0.014022312,0.041260575,0.084035913,-0.011799764,0.005664324,-0.834919417,0.019136352,0.996450441,0.210909405,-0.032626475,-0.017115663,-0.046815053,0.060469578,0.064233999,-0.211519592,-0.173814548,0.030963041
7330,7.330000,step_3,0,7.331000,0.017817794,0.009257408,0.031713141,0.028156864,0.071867500,0.195360776,0.030730000,0.069768767,0.197940630,0.013225331,0.163132424,-0.192337808,0.040708944,0.163443169,-0.194253297,0.031657207,0.506253743,0.356359243,0.017496643,-0.110362828,0.032522541,0.049427756,-0.002009661,0.082716351,-0.385816681,-0.083066101,0.986229998,-0.025241056,-0.046389033,-0.017551942,0.015488629,0.039291657,-0.003810317,0.019924475,0.005071898,-0.044047858,-0.000676018,-0.092278362,-0.041208783,-0.006650314,0.482703573,-0.014201661,0.041656744,0.084545441,-0.011219232,0.003971170,-0.834705879,0.019003774,0.996210334,0.212850726,-0.032077817,-0.017565639,-0.044943465,0.060536780,0.063650878,-0.210791528,-0.175600112,0.030053233
7340,7.340000,step_3,0,7.341000,0.017777609,0.009178103,0.030879933,0.027270977,0.071867500,0.195360776,0.030730000,0.069843379,0.197744254,0.013229561,0.163132424,-0.192337808,0.040708944,0.163504058,-0.194092262,0.031707757,0.505882256,0.357680436,0.017423525,-0.110134161,0.032509476,0.049579567,-0.001902914,0.082541854,-0.386721376,-0.083108465,0.986421797,-0.025238175,-0.046525783,-0.017719571,0.015380068,0.039736209,-0.003848942,0.020038687,0.005124086,-0.044552442,-0.000908958,-0.092458230,-0.041588123,-0.006683797,0.483347953,-0.014374539,0.042035121,0.085045268,-0.010637888,0.002275306,-0.834491862,0.018870845,0.995968283,0.214796040,-0.031522677,-0.018008109,-0.043081718,0.060603078,0.063062245,-0.210061573,-0.177377507,0.029137755
7350,7.350000,step_3,0,7.351000,0.017741148,0.009103888,0.030047282,0.026391982,0.071867500,0.195360776,0.030730000,0.069915026,0.197555700,0.013233757,0.163132424,-0.192337808,0.040708944,0.163561649,-0.193939357,0.031757319,0.505535215,0.358929939,0.017354377,-0.109913949,0.032496404,0.049731987,-0.001795377,0.082356502,-0.387575002,-0.083152543,0.986591063,-0.025234454,-0.046662400,-0.017887858,0.015277357,0.040163406,-0.003886342,0.020151683,0.005174704,-0.045039492,-0.001135529,-0.092642468,-0.041948963,-0.006715041,0.483986369,-0.014540926,0.042395795,0.085535377,-0.010056483,0.000579078,-0.834277519,0.018737825,0.995724513,0.216742991,-0.030961951,-0.018442553,-0.041232752,0.060667973,0.062469375,-0.209330778,-0.179144009,0.028218386
7360,7.360000,step_3,0,7.361000,0.017708159,0.009034392,0.029216358,0.025521323,0.071867500,0.195360776,0.030730000,0.069983711,0.197374960,0.013237908,0.163132424,-0.192337808,0.040708944,0.163615974,-0.193794512,0.031805886,0.505211197,0.360112031,0.017289032,-0.109701401,0.032483326,0.049884863,-0.001687201,0.082161989,-0.388383812,-0.083199478,0.986740090,-0.025229938,-0.046798715,-0.018056502,0.015180491,0.040573261,-0.003922514,0.020263459,0.005223741,-0.045508975,-0.001355706,-0.092830993,-0.042291448,-0.006744084,0.484618788,-0.014700815,0.042738884,0.086015768,-0.009475786,-0.001115117,-0.834063007,0.018604979,0.995479258,0.218689172,-0.030396566,-0.018868436,-0.039399564,0.060730953,0.061873568,-0.208600220,-0.180896842,0.027296945
7370,7.370000,step_3,0,7.371000,0.017678394,0.008969253,0.028388355,0.024660472,0.071867500,0.195360776,0.030730000,0.070049441,0.197202011,0.013242001,0.163132424,-0.192337808,0.040708944,0.163667073,-0.193657641,0.031853455,0.504908699,0.361231243,0.017227310,-0.109495685,0.032470248,0.050038036,-0.001578545,0.081960090,-0.389154360,-0.083250465,0.986871292,-0.025224673,-0.046934557,-0.018225192,0.015089458,0.040965812,-0.003957452,0.020374014,0.005271188,-0.045960884,-0.001569476,-0.093023716,-0.042615752,-0.006770967,0.485245189,-0.014854211,0.043064532,0.086486459,-0.008896582,-0.002804829,-0.833848484,0.018472581,0.995232758,0.220632124,-0.029827479,-0.019285215,-0.037585213,0.060791491,0.061276139,-0.207871013,-0.182633174,0.026375295
7380,7.380000,step_3,0,7.381000,0.017651614,0.008908117,0.027564492,0.023810928,0.071867500,0.195360776,0.030730000,0.070112229,0.197036823,0.013246026,0.163132424,-0.192337808,0.040708944,0.163714986,-0.193528647,0.031900023,0.504626135,0.362292355,0.017169023,-0.109295927,0.032457173,0.050191347,-0.001469568,0.081752668,-0.389893503,-0.083306746,0.986987194,-0.025218711,-0.047069749,-0.018393617,0.015004236,0.041341121,-0.003991155,0.020483350,0.005317040,-0.046395235,-0.001776834,-0.093220545,-0.042922079,-0.006795738,0.485865566,-0.015001130,0.043372913,0.086947488,-0.008319673,-0.004487551,-0.833634110,0.018340911,0.994985261,0.222569335,-0.029255674,-0.019692332,-0.035792816,0.060849048,0.060678432,-0.207144299,-0.184350120,0.025455339
7390,7.390000,step_3,0,7.391000,0.017627587,0.008850645,0.026746014,0.022974217,0.071867500,0.195360776,0.030730000,0.070172089,0.196879353,0.013249974,0.163132424,-0.192337808,0.040708944,0.163759763,-0.193407416,0.031945594,0.504361835,0.363300408,0.017113970,-0.109101209,0.032444105,0.050344631,-0.001360435,0.081541671,-0.390608404,-0.083369612,0.987090445,-0.025212101,-0.047204112,-0.018561453,0.014924796,0.041699276,-0.004023622,0.020591471,0.005361291,-0.046812070,-0.001977786,-0.093421381,-0.043210666,-0.006818450,0.486479925,-0.015141599,0.043664229,0.087398911,-0.007745875,-0.006160725,-0.833420047,0.018210260,0.994737018,0.224498243,-0.028682167,-0.020089217,-0.034025552,0.060903071,0.060081808,-0.206421252,-0.186044741,0.024539022
7400,7.400000,step_3,0,7.401000,0.017606090,0.008796510,0.025934191,0.022151895,0.071867500,0.195360776,0.030730000,0.070229043,0.196729545,0.013253835,0.163132424,-0.192337808,0.040708944,0.163801457,-0.193293823,0.031990170,0.504114045,0.364260697,0.017061942,-0.108910572,0.032431047,0.050497722,-0.001251317,0.081329132,-0.391306538,-0.083440406,0.987183815,-0.025204901,-0.047337459,-0.018728373,0.014851102,0.042040391,-0.004054854,0.020698384,0.005403940,-0.047211457,-0.002172348,-0.093626117,-0.043481782,-0.006839161,0.487088287,-0.015275658,0.043938714,0.087840803,-0.007176023,-0.007821741,-0.833206457,0.018080925,0.994488288,0.226416233,-0.028107999,-0.020475290,-0.032286657,0.060952992,0.059487655,-0.205703080,-0.187714043,0.023628331
7410,7.410000,step_3,0,7.411000,0.017586911,0.008745400,0.025130317,0.021345543,0.071867500,0.195360776,0.030730000,0.070283115,0.196587333,0.013257602,0.163132424,-0.192337808,0.040708944,0.163840129,-0.193187727,0.032033760,0.503880924,0.365178777,0.017012717,-0.108723011,0.032418002,0.050650449,-0.001142388,0.081117175,-0.391995687,-0.083520518,0.987270201,-0.025197166,-0.047469601,-0.018894043,0.014783107,0.042364605,-0.004084853,0.020804100,0.005444989,-0.047593492,-0.002360547,-0.093834644,-0.043735728,-0.006857933,0.487690686,-0.015403358,0.044196630,0.088273260,-0.006610966,-0.009467933,-0.832993505,0.017953210,0.994239337,0.228320642,-0.027534244,-0.020849959,-0.030579429,0.060998231,0.058897383,-0.204991020,-0.189354981,0.022725296
7420,7.420000,step_3,0,7.421000,0.017569844,0.008697022,0.024335712,0.020556773,0.071867500,0.195360776,0.030730000,0.070334335,0.196452638,0.013261266,0.163132424,-0.192337808,0.040708944,0.163875844,-0.193088971,0.032076373,0.503660546,0.366060468,0.016966064,-0.108537477,0.032404973,0.050802637,-0.001033825,0.080908009,-0.392683948,-0.083611392,0.987352628,-0.025188956,-0.047600345,-0.019058123,0.014720757,0.042672086,-0.004113624,0.020908633,0.005484441,-0.047958296,-0.002542419,-0.094046845,-0.043972839,-0.006874837,0.488287170,-0.015524765,0.044438270,0.088696398,-0.006051567,-0.011096583,-0.832781356,0.017827429,0.993990434,0.230208754,-0.026962003,-0.021212622,-0.028907224,0.061038197,0.058312429,-0.204286340,-0.190964456,0.021831988
7430,7.430000,step_3,0,7.431000,0.017554697,0.008651100,0.023551718,0.019787219,0.071867500,0.195360776,0.030730000,0.070382738,0.196325369,0.013264822,0.163132424,-0.192337808,0.040708944,0.163908674,-0.192997387,0.032118023,0.503450897,0.366911853,0.016921740,-0.108352876,0.032391964,0.050954108,-0.000925811,0.080703933,-0.393379736,-0.083714520,0.987434253,-0.025180334,-0.047729492,-0.019220265,0.014663991,0.042963027,-0.004141172,0.021012000,0.005522302,-0.048306018,-0.002718013,-0.094262597,-0.044193482,-0.006889948,0.488877802,-0.015639955,0.044663960,0.089110351,-0.005498708,-0.012704922,-0.832570175,0.017703903,0.993741855,0.232077802,-0.026392407,-0.021562666,-0.027273459,0.061072284,0.057734254,-0.203590341,-0.192539312,0.020950519
7440,7.440000,step_3,0,7.441000,0.017541288,0.008607376,0.022779704,0.019038548,0.071867500,0.195360776,0.030730000,0.070428362,0.196205423,0.013268264,0.163132424,-0.192337808,0.040708944,0.163938696,-0.192912788,0.032158725,0.503249874,0.367739282,0.016879492,-0.108168066,0.032378975,0.051104683,-0.000818533,0.080507334,-0.394091782,-0.083831445,0.987518370,-0.025171366,-0.047856841,-0.019380116,0.014612735,0.043237652,-0.004167505,0.021114220,0.005558581,-0.048636837,-0.002887390,-0.094481770,-0.044398062,-0.006903345,0.489462661,-0.015749021,0.044874058,0.089515278,-0.004953283,-0.014290126,-0.832360130,0.017582963,0.993493882,0.233924972,-0.025826615,-0.021899467,-0.025681609,0.061099874,0.057164347,-0.202904353,-0.194076345,0.020083046
7450,7.450000,step_3,0,7.451000,0.017529444,0.008565612,0.022021060,0.018312450,0.071867500,0.195360776,0.030730000,0.070471253,0.196092683,0.013271586,0.163132424,-0.192337808,0.040708944,0.163965994,-0.192834974,0.032198498,0.503055284,0.368549375,0.016839054,-0.107981861,0.032366011,0.051254176,-0.000712183,0.080320687,-0.394829140,-0.083963764,0.987608407,-0.025162120,-0.047982183,-0.019537315,0.014566909,0.043496212,-0.004192631,0.021215318,0.005593291,-0.048950960,-0.003050620,-0.094704230,-0.044587016,-0.006915116,0.490041839,-0.015852066,0.045068952,0.089911357,-0.004416204,-0.015849318,-0.832151387,0.017464944,0.993246799,0.235747397,-0.025265814,-0.022222394,-0.024135209,0.061120337,0.056604226,-0.202229739,-0.195572295,0.019231767
7460,7.460000,step_3,0,7.461000,0.017519006,0.008525588,0.021277200,0.017610643,0.071867500,0.195360776,0.030730000,0.070511459,0.195987020,0.013274784,0.163132424,-0.192337808,0.040708944,0.163990659,-0.192763729,0.032237364,0.502864844,0.369349023,0.016800150,-0.107793025,0.032353072,0.051402400,-0.000606955,0.080146560,-0.395601188,-0.084113124,0.987707935,-0.025152666,-0.048105309,-0.019691496,0.014526424,0.043738985,-0.004216562,0.021315321,0.005626445,-0.049248622,-0.003207787,-0.094929835,-0.044760818,-0.006925354,0.490615443,-0.015949209,0.045249065,0.090298786,-0.003888395,-0.017379572,-0.831944114,0.017350195,0.993000897,0.237542164,-0.024711222,-0.022530806,-0.022637851,0.061133031,0.056055439,-0.201567889,-0.197023849,0.018398926
7470,7.470000,step_3,0,7.471000,0.017509824,0.008487103,0.020549561,0.016934875,0.071867500,0.195360776,0.030730000,0.070549034,0.195888290,0.013277856,0.163132424,-0.192337808,0.040708944,0.164012786,-0.192698819,0.032275347,0.502676180,0.370145391,0.016762494,-0.107600276,0.032340160,0.051549165,-0.000503048,0.079987606,-0.396417631,-0.084281224,0.987820666,-0.025143080,-0.048226003,-0.019842284,0.014491180,0.043966281,-0.004239310,0.021414259,0.005658061,-0.049530090,-0.003358985,-0.095158436,-0.044919977,-0.006934156,0.491183598,-0.016040583,0.045414854,0.090677787,-0.003370797,-0.018877906,-0.831738478,0.017239068,0.992756471,0.239306309,-0.024164084,-0.022824056,-0.021193190,0.061137302,0.055519566,-0.200920226,-0.198427642,0.017586810
7480,7.480000,step_3,0,7.481000,0.017501761,0.008449976,0.019839599,0.016286916,0.071867500,0.195360776,0.030730000,0.070584038,0.195796339,0.013280798,0.163132424,-0.192337808,0.040708944,0.164032479,-0.192639997,0.032312476,0.502486824,0.370945921,0.016725786,-0.107402283,0.032327276,0.051694277,-0.000400668,0.079846570,-0.397288506,-0.084469817,0.987950458,-0.025133437,-0.048344047,-0.019989300,0.014461068,0.044178439,-0.004260889,0.021512167,0.005688161,-0.049795661,-0.003504324,-0.095389878,-0.045065042,-0.006941628,0.491746444,-0.016126334,0.045566809,0.091048605,-0.002864364,-0.020341288,-0.831534646,0.017131927,0.992513819,0.241036819,-0.023625673,-0.023101490,-0.019804935,0.061132484,0.054998219,-0.200288204,-0.199780257,0.016797749
7490,7.490000,step_3,0,7.491000,0.017494688,0.008414041,0.019148794,0.015668565,0.071867500,0.195360776,0.030730000,0.070616535,0.195710996,0.013283609,0.163132424,-0.192337808,0.040708944,0.164049847,-0.192586998,0.032348780,0.502294215,0.371758332,0.016689716,-0.107197664,0.032314421,0.051837539,-0.000300020,0.079726286,-0.398224181,-0.084680708,0.988101318,-0.025123817,-0.048459217,-0.020132156,0.014435970,0.044375830,-0.004281315,0.021609083,0.005716766,-0.050045662,-0.003643921,-0.095624001,-0.045196596,-0.006947881,0.492304135,-0.016206623,0.045705455,0.091411506,-0.002370065,-0.021766633,-0.831332785,0.017029144,0.992273244,0.242730634,-0.023097292,-0.023362445,-0.018476857,0.061117900,0.054493048,-0.199673304,-0.201078225,0.016034121
7500,7.500000,step_3,0,7.501000,0.017488490,0.008379151,0.018478644,0.015081648,0.071867500,0.195360776,0.030730000,0.070646596,0.195632078,0.013286288,0.163132424,-0.192337808,0.040708944,0.164065006,-0.192539541,0.032384295,0.502095697,0.372590627,0.016653963,-0.106984988,0.032301596,0.051978751,-0.000201317,0.079629679,-0.399235363,-0.084915759,0.988277401,-0.025114306,-0.048571286,-0.020270457,0.014415759,0.044558853,-0.004300607,0.021705049,0.005743905,-0.050280453,-0.003777912,-0.095860636,-0.045315262,-0.006953033,0.492856845,-0.016281628,0.045831352,0.091766780,-0.001888884,-0.023150805,-0.831133062,0.016931098,0.992035051,0.244384647,-0.022580271,-0.023606257,-0.017212786,0.061092858,0.054005737,-0.199077039,-0.202318023,0.015298351
7510,7.510000,step_3,0,7.511000,0.017483060,0.008345174,0.017830666,0.014528018,0.071867500,0.195360776,0.030730000,0.070674296,0.195559386,0.013288835,0.163132424,-0.192337808,0.040708944,0.164078079,-0.192497326,0.032419057,0.501888519,0.373451091,0.016618191,-0.106762772,0.032288802,0.052117709,-0.000104774,0.079559760,-0.400333100,-0.085176882,0.988483015,-0.025104987,-0.048680024,-0.020403803,0.014400296,0.044727941,-0.004318784,0.021800112,0.005769607,-0.050500426,-0.003906440,-0.096099608,-0.045421700,-0.006957207,0.493404762,-0.016351540,0.045945097,0.092114739,-0.001421817,-0.024490615,-0.830935641,0.016838178,0.991799551,0.245995701,-0.022075968,-0.023832257,-0.016016606,0.061056658,0.053538011,-0.198500949,-0.203496077,0.014592909
7520,7.520000,step_3,0,7.521000,0.017478303,0.008311991,0.017206393,0.014009552,0.071867500,0.195360776,0.030730000,0.070699716,0.195492708,0.013291251,0.163132424,-0.192337808,0.040708944,0.164089195,-0.192460039,0.032453107,0.501669834,0.374348294,0.016582057,-0.106529483,0.032276037,0.052254209,-0.000010613,0.079519631,-0.401528784,-0.085466049,0.988722621,-0.025095951,-0.048785194,-0.020531783,0.014389434,0.044883558,-0.004335868,0.021894321,0.005793904,-0.050706005,-0.004029665,-0.096340736,-0.045516610,-0.006960533,0.493948094,-0.016416567,0.046047321,0.092455722,-0.000969876,-0.025782826,-0.830740686,0.016750783,0.991567054,0.247560594,-0.021585770,-0.024039770,-0.014892265,0.061008585,0.053091638,-0.197946606,-0.204608763,0.013920317
7530,7.530000,step_3,0,7.531000,0.017474132,0.008279500,0.016607376,0.013528154,0.071867500,0.195360776,0.030730000,0.070722943,0.195431819,0.013293537,0.163132424,-0.192337808,0.040708944,0.164098492,-0.192427346,0.032486486,0.501436695,0.375291099,0.016545203,-0.106283534,0.032263302,0.052388040,0.000080945,0.079512482,-0.402834157,-0.085785286,0.989000834,-0.025087291,-0.048886559,-0.020653981,0.014383015,0.045026200,-0.004351882,0.021987731,0.005816834,-0.050897646,-0.004147760,-0.096583833,-0.045600734,-0.006963150,0.494487066,-0.016476931,0.046138695,0.092790090,-0.000534085,-0.027024146,-0.830548360,0.016669319,0.991337875,0.249076077,-0.021111092,-0.024228124,-0.013843764,0.060947914,0.052668427,-0.197415608,-0.205652402,0.013283143
7540,7.540000,step_3,0,7.541000,0.017470469,0.008247606,0.016035179,0.013085756,0.071867500,0.195360776,0.030730000,0.070744068,0.195376475,0.013295696,0.163132424,-0.192337808,0.040708944,0.164106112,-0.192398898,0.032519243,0.501186057,0.376288661,0.016507258,-0.106023285,0.032250595,0.052518991,0.000169670,0.079541592,-0.404261316,-0.086136676,0.989322427,-0.025079102,-0.048983876,-0.020769972,0.014380870,0.045156399,-0.004366853,0.022080400,0.005838436,-0.051075843,-0.004260911,-0.096828701,-0.045674850,-0.006965201,0.495021919,-0.016532873,0.046219925,0.093118229,-0.000115483,-0.028211233,-0.830358824,0.016594203,0.991112331,0.250538854,-0.020653377,-0.024396642,-0.012875165,0.060873906,0.052270237,-0.196909582,-0.206623267,0.012684009
7550,7.550000,step_3,0,7.551000,0.017467246,0.008216229,0.015491378,0.012684316,0.071867500,0.195360776,0.030730000,0.070763189,0.195326422,0.013297731,0.163132424,-0.192337808,0.040708944,0.164112207,-0.192374326,0.032551425,0.500914776,0.377350429,0.016467841,-0.105747042,0.032237916,0.052646847,0.000255331,0.079610326,-0.405822714,-0.086522361,0.989692330,-0.025071483,-0.049076899,-0.020879325,0.014382822,0.045274716,-0.004380807,0.022172392,0.005858752,-0.051241121,-0.004369318,-0.097075141,-0.045739781,-0.006966837,0.495552917,-0.016584647,0.046291756,0.093440551,0.000284880,-0.029340695,-0.830172236,0.016525858,0.990890741,0.251945584,-0.020214094,-0.024544653,-0.011990587,0.060785810,0.051898974,-0.196430185,-0.207517579,0.012125591
