step,t_s,segment,status,traj_t,left_error_m,right_error_m,left_speed_mps,right_speed_mps,left_target_x_m,left_target_y_m,left_target_z_m,left_actual_x_m,left_actual_y_m,left_actual_z_m,right_target_x_m,right_target_y_m,right_target_z_m,right_actual_x_m,right_actual_y_m,right_actual_z_m,tau_00_nm,tau_01_nm,tau_02_nm,tau_03_nm,tau_04_nm,tau_05_nm,tau_06_nm,tau_07_nm,tau_08_nm,tau_09_nm,tau_10_nm,tau_11_nm,tau_12_nm,tau_13_nm,q_00_rad,q_01_rad,q_02_rad,q_03_rad,q_04_rad,q_05_rad,q_06_rad,q_07_rad,q_08_rad,q_09_rad,q_10_rad,q_11_rad,q_12_rad,q_13_rad,qd_00_rad_s,qd_01_rad_s,qd_02_rad_s,qd_03_rad_s,qd_04_rad_s,qd_05_rad_s,qd_06_rad_s,qd_07_rad_s,qd_08_rad_s,qd_09_rad_s,qd_10_rad_s,qd_11_rad_s,qd_12_rad_s,qd_13_rad_s
2140,2.140000,step_1,0,2.141000,0.024635129,0.024204425,0.015575301,0.013743494,0.091867500,0.215360776,0.027730000,0.072340734,0.215361170,0.012710180,0.181132424,-0.224337808,0.034708944,0.163614581,-0.212629301,0.022797175,0.348170258,0.052667029,0.033116499,-0.093184004,0.033809677,0.050098038,-0.000030943,0.459565932,-0.033184023,-0.034214605,0.712198675,-0.022600440,-0.055291327,-0.023370883,-0.000770368,-0.000014631,-0.000394748,0.000452577,0.000496771,-0.000018116,-0.000917290,0.000619472,0.000608657,0.000242480,0.300811166,-0.000151378,-0.000508044,0.001063022,-0.015873048,-0.047776024,-0.840450028,0.016305357,1.006834427,0.234234863,-0.019745265,0.013988514,0.003745388,0.188665042,0.011170331,-0.306663107,-0.269405694,-0.006535844
2150,2.150000,step_1,0,2.151000,0.024558515,0.024091591,0.016478602,0.014680691,0.091867500,0.215360776,0.027730000,0.072440639,0.215361836,0.012706095,0.181132424,-0.224337808,0.034708944,0.163716394,-0.212692346,0.022814831,0.342376445,0.052745549,0.033137002,-0.090355868,0.033810448,0.050096029,-0.000441427,0.464847900,-0.029115354,-0.033828589,0.716993870,-0.022588098,-0.055359255,-0.022890458,-0.000943633,-0.000012650,-0.000393460,0.000533737,0.000499752,-0.000041756,-0.001127685,0.000765450,0.000742757,0.000265499,0.300960423,-0.000140170,-0.000607253,0.001303882,-0.018008613,-0.047725884,-0.840428996,0.016996704,1.006867324,0.234134398,-0.022275558,0.015765957,0.005326708,0.188605716,0.012727343,-0.306210040,-0.270652509,-0.003609781
2160,2.160000,step_1,0,2.161000,0.024473213,0.023965807,0.017433951,0.015709235,0.091867500,0.215360776,0.027730000,0.072552125,0.215362548,0.012701546,0.181132424,-0.224337808,0.034708944,0.163829986,-0.212762735,0.022834465,0.336643863,0.052826338,0.033158317,-0.087578989,0.033812134,0.050095450,-0.000868215,0.470022219,-0.025089151,-0.033456823,0.721815171,-0.022576153,-0.055432005,-0.022390281,-0.001138599,-0.000010419,-0.000392047,0.000621859,0.000502922,-0.000067848,-0.001363956,0.000929451,0.000892874,0.000290162,0.301125446,-0.000126222,-0.000719885,0.001574667,-0.020207264,-0.047672643,-0.840406958,0.017690577,1.006901354,0.234041146,-0.024878192,0.017585474,0.006949549,0.188519989,0.014328526,-0.305720652,-0.271934625,-0.000593575
2170,2.170000,step_1,0,2.171000,0.024379093,0.023826825,0.018433979,0.016815488,0.091867500,0.215360776,0.027730000,0.072675444,0.215363306,0.012696533,0.181132424,-0.224337808,0.034708944,0.163955602,-0.212840626,0.022856130,0.330971736,0.052909430,0.033180439,-0.084852995,0.033814729,0.050096414,-0.001309050,0.475090484,-0.021105254,-0.033099320,0.726655939,-0.022564612,-0.055508992,-0.021872859,-0.001355834,-0.000007929,-0.000390509,0.000716959,0.000506268,-0.000096453,-0.001626777,0.001111839,0.001059377,0.000316442,0.301306647,-0.000109374,-0.000846321,0.001876225,-0.022457863,-0.047616393,-0.840383902,0.018384785,1.006936594,0.233956314,-0.027540904,0.019436439,0.008605854,0.188406874,0.015969338,-0.305196200,-0.273244955,0.002499074
2180,2.180000,step_1,0,2.181000,0.024276077,0.023674466,0.019471361,0.017986128,0.091867500,0.215360776,0.027730000,0.072810796,0.215364109,0.012691054,0.181132424,-0.224337808,0.034708944,0.164093432,-0.212926141,0.022879873,0.325359913,0.052994825,0.033203363,-0.082177727,0.033818226,0.050099026,-0.001761751,0.480053819,-0.017163768,-0.032756089,0.731509352,-0.022553484,-0.055589651,-0.021340625,-0.001595796,-0.000005175,-0.000388848,0.000819033,0.000509782,-0.000127620,-0.001916702,0.001312873,0.001242554,0.000344305,0.301504393,-0.000089480,-0.000986877,0.002209271,-0.024749628,-0.047557231,-0.840359812,0.019077205,1.006973097,0.233881039,-0.030251834,0.021308592,0.010287836,0.188265496,0.017645327,-0.304637951,-0.274576676,0.005654870
2190,2.190000,step_1,0,2.191000,0.024164137,0.023508615,0.020538945,0.019208547,0.091867500,0.215360776,0.027730000,0.072958325,0.215364956,0.012685114,0.181132424,-0.224337808,0.034708944,0.164243608,-0.213019368,0.022905734,0.319808898,0.053082503,0.033227077,-0.079553272,0.033822615,0.050103384,-0.002224204,0.484912779,-0.013265300,-0.032427162,0.736368363,-0.022542777,-0.055673437,-0.020795942,-0.001858839,-0.000002148,-0.000387063,0.000928053,0.000513452,-0.000161388,-0.002234167,0.001532710,0.001442616,0.000373714,0.301719006,-0.000066411,-0.001141800,0.002574390,-0.027072125,-0.047495258,-0.840334665,0.019765775,1.007010892,0.233816388,-0.032999496,0.023192044,0.011987968,0.188095080,0.019352104,-0.304047178,-0.275923219,0.008860893
2200,2.200000,step_1,0,2.201000,0.024043295,0.023329223,0.021629835,0.020471031,0.091867500,0.215360776,0.027730000,0.073118126,0.215365848,0.012678722,0.181132424,-0.224337808,0.034708944,0.164406209,-0.213120359,0.022933749,0.314319773,0.053172426,0.033251568,-0.076979924,0.033827885,0.050109574,-0.002694365,0.489667406,-0.009410949,-0.032112593,0.741225753,-0.022532500,-0.055759829,-0.020241110,-0.002145213,0.000001155,-0.000385156,0.001043973,0.000517268,-0.000197785,-0.002579498,0.001771412,0.001659702,0.000404626,0.301950766,-0.000040053,-0.001311276,0.002972041,-0.029415264,-0.047430579,-0.840308434,0.020448498,1.007049987,0.233763362,-0.035772770,0.025077277,0.013698980,0.187894954,0.021085325,-0.303425165,-0.277278254,0.012104579
2210,2.210000,step_1,0,2.211000,0.023913622,0.023136301,0.022737428,0.021762797,0.091867500,0.215360776,0.027730000,0.073290243,0.215366784,0.012671886,0.181132424,-0.224337808,0.034708944,0.164581264,-0.213229137,0.022963946,0.308894104,0.053264552,0.033276820,-0.074458144,0.033834023,0.050117677,-0.003170253,0.494317330,-0.005602220,-0.031812452,0.746074188,-0.022522660,-0.055848321,-0.019678368,-0.002455070,0.000004738,-0.000383130,0.001166727,0.000521221,-0.000236830,-0.002952910,0.002028946,0.001893877,0.000436995,0.302199909,-0.000010305,-0.001495426,0.003402559,-0.031769287,-0.047363307,-0.840281083,0.021123434,1.007090370,0.233722893,-0.038560893,0.026955148,0.015413846,0.187664547,0.022840673,-0.302773213,-0.278635678,0.015373698
2220,2.220000,step_1,0,2.221000,0.023775235,0.022929925,0.023855442,0.023073957,0.091867500,0.215360776,0.027730000,0.073474672,0.215367761,0.012664621,0.181132424,-0.224337808,0.034708944,0.164768748,-0.213345691,0.022996348,0.303533869,0.053358828,0.033302813,-0.071988530,0.033841014,0.050127762,-0.003649949,0.498861858,-0.001840917,-0.031526816,0.750906285,-0.022513266,-0.055938427,-0.019109896,-0.002788466,0.000008605,-0.000380987,0.001296229,0.000525301,-0.000278533,-0.003354511,0.002305192,0.002145139,0.000470772,0.302466629,0.000022917,-0.001694314,0.003866162,-0.034124769,-0.047293556,-0.840252576,0.021788712,1.007132007,0.233695846,-0.041353444,0.028816896,0.017125783,0.187403390,0.024613846,-0.302092644,-0.279989605,0.018656343
2230,2.230000,step_1,0,2.231000,0.023628299,0.022710224,0.024977915,0.024395449,0.091867500,0.215360776,0.027730000,0.073671363,0.215368780,0.012656944,0.181132424,-0.224337808,0.034708944,0.164968589,-0.213469980,0.023030972,0.298241406,0.053455197,0.033329521,-0.069571794,0.033848840,0.050139893,-0.004131597,0.503300046,0.001870916,-0.031255760,0.755714654,-0.022504326,-0.056029677,-0.018537819,-0.003145365,0.000012758,-0.000378729,0.001432375,0.000529499,-0.000322894,-0.003784307,0.002599942,0.002413419,0.000505903,0.302751076,0.000059687,-0.001907945,0.004362951,-0.036472610,-0.047221447,-0.840222870,0.022442519,1.007174848,0.233683021,-0.044140351,0.030654141,0.018828246,0.187111117,0.026400541,-0.301384806,-0.281334368,0.021940918
2240,2.240000,step_1,0,2.241000,0.023473021,0.022477388,0.026099199,0.025718955,0.091867500,0.215360776,0.027730000,0.073880220,0.215369839,0.012648873,0.181132424,-0.224337808,0.034708944,0.165180669,-0.213601935,0.023067831,0.293019381,0.053553592,0.033356920,-0.067208758,0.033857484,0.050154125,-0.004613401,0.507630746,0.005531037,-0.030999356,0.760491935,-0.022495845,-0.056121618,-0.017964209,-0.003525640,0.000017197,-0.000376361,0.001575042,0.000533807,-0.000369905,-0.004242206,0.002912908,0.002698584,0.000542332,0.303053357,0.000100064,-0.002136268,0.004892911,-0.038804040,-0.047147103,-0.840191920,0.023083110,1.007218824,0.233685150,-0.046911874,0.032458899,0.020514928,0.186787465,0.028196433,-0.300651078,-0.282664512,0.025216129
2250,2.250000,step_1,0,2.251000,0.023309655,0.022231663,0.027213956,0.027036822,0.091867500,0.215360776,0.027730000,0.074101105,0.215370936,0.012640430,0.181132424,-0.224337808,0.034708944,0.165404824,-0.213741458,0.023106928,0.287870754,0.053653939,0.033384979,-0.064900337,0.033866926,0.050170505,-0.005093626,0.511852647,0.009137031,-0.030757673,0.765230833,-0.022487832,-0.056213812,-0.017391085,-0.003929080,0.000021925,-0.000373886,0.001724091,0.000538214,-0.000419546,-0.004728017,0.003243723,0.003000438,0.000579996,0.303373539,0.000144092,-0.002379178,0.005455921,-0.041110608,-0.047070651,-0.840159680,0.023708800,1.007263849,0.233702900,-0.049658609,0.034223583,0.022179762,0.186432273,0.029997168,-0.299892867,-0.283974796,0.028470972
2260,2.260000,step_1,0,2.261000,0.023138495,0.021973345,0.028317139,0.028341989,0.091867500,0.215360776,0.027730000,0.074333838,0.215372070,0.012631639,0.181132424,-0.224337808,0.034708944,0.165640847,-0.213888423,0.023148265,0.282798751,0.053756153,0.033413668,-0.062647538,0.033877143,0.050189071,-0.005570595,0.515964314,0.012686322,-0.030530775,0.769924146,-0.022480294,-0.056305836,-0.016820414,-0.004355392,0.000026939,-0.000371309,0.001879366,0.000542714,-0.000471793,-0.005241458,0.003591946,0.003318728,0.000618835,0.303711642,0.000191807,-0.002636519,0.006051750,-0.043384190,-0.046992223,-0.840126098,0.024317966,1.007309823,0.233736874,-0.052371479,0.035941011,0.023816916,0.186045480,0.031798345,-0.299111615,-0.285260193,0.031694729
2270,2.270000,step_1,0,2.271000,0.022959875,0.021702787,0.029403979,0.029627921,0.091867500,0.215360776,0.027730000,0.074578199,0.215373239,0.012622526,0.181132424,-0.224337808,0.034708944,0.165888490,-0.214042681,0.023191835,0.277806834,0.053860145,0.033442951,-0.060451442,0.033888113,0.050209855,-0.006042689,0.519964218,0.016176190,-0.030318722,0.774564787,-0.022473237,-0.056397286,-0.016254116,-0.004804201,0.000032239,-0.000368633,0.002040695,0.000547297,-0.000526611,-0.005782157,0.003957068,0.003653141,0.000658780,0.304067643,0.000243228,-0.002908082,0.006680063,-0.045616977,-0.046911953,-0.840091125,0.024909048,1.007356629,0.233787611,-0.055041732,0.037604412,0.025420798,0.185627127,0.033595506,-0.298308797,-0.286515883,0.034876960
2280,2.280000,step_1,0,2.281000,0.022774168,0.021420389,0.030469974,0.030888561,0.091867500,0.215360776,0.027730000,0.074833931,0.215374440,0.012613120,0.181132424,-0.224337808,0.034708944,0.166147465,-0.214204055,0.023237627,0.272898667,0.053965816,0.033472794,-0.058313199,0.033899811,0.050232882,-0.006508349,0.523850773,0.019603791,-0.030121570,0.779145813,-0.022466667,-0.056487772,-0.015694059,-0.005275058,0.000037823,-0.000365864,0.002207890,0.000551956,-0.000583956,-0.006349655,0.004338512,0.004003311,0.000699764,0.304441476,0.000298366,-0.003193615,0.007340423,-0.047801483,-0.046829977,-0.840054711,0.025480547,1.007404141,0.233855585,-0.057660934,0.039207430,0.026986049,0.185177353,0.035384127,-0.297485927,-0.287737260,0.038007497
2290,2.290000,step_1,0,2.291000,0.022581786,0.021126601,0.031510876,0.032118279,0.091867500,0.215360776,0.027730000,0.075100739,0.215375672,0.012603449,0.181132424,-0.224337808,0.034708944,0.166417445,-0.214372346,0.023285624,0.268078085,0.054073061,0.033503156,-0.056234018,0.033912211,0.050258167,-0.006966069,0.527622360,0.022966176,-0.029939369,0.783660446,-0.022460591,-0.056576920,-0.015142064,-0.005767440,0.000043687,-0.000363007,0.002380748,0.000556682,-0.000643779,-0.006943411,0.004735643,0.004368820,0.000741715,0.304833028,0.000357218,-0.003492813,0.008032294,-0.049930537,-0.046746437,-0.840016805,0.026031026,1.007452219,0.233941209,-0.060220969,0.040744123,0.028507550,0.184696395,0.037159615,-0.296644557,-0.288919924,0.041076447
2300,2.300000,step_1,0,2.301000,0.022383175,0.020821920,0.032522678,0.033311840,0.091867500,0.215360776,0.027730000,0.075378292,0.215376933,0.012593544,0.181132424,-0.224337808,0.034708944,0.166698068,-0.214547333,0.023335803,0.263349063,0.054181769,0.033533998,-0.054215149,0.033925285,0.050285721,-0.007414401,0.531277361,0.026260312,-0.029772161,0.788102094,-0.022455015,-0.056664372,-0.014599905,-0.006280754,0.000049827,-0.000360067,0.002559052,0.000561469,-0.000706023,-0.007562800,0.005147766,0.004749200,0.000784559,0.305242142,0.000419769,-0.003805332,0.008755042,-0.051997283,-0.046661474,-0.839977360,0.026559111,1.007500712,0.234044832,-0.062714036,0.042208972,0.029980416,0.184184587,0.038917302,-0.295786276,-0.290059683,0.044074186
2310,2.310000,step_1,0,2.311000,0.022178815,0.020506888,0.033501603,0.034464369,0.091867500,0.215360776,0.027730000,0.075666228,0.215378220,0.012583439,0.181132424,-0.224337808,0.034708944,0.166988939,-0.214728773,0.023388134,0.258715684,0.054291820,0.033565277,-0.052257881,0.033939006,0.050315545,-0.007851953,0.534814177,0.029483105,-0.029619982,0.792464369,-0.022449945,-0.056749785,-0.014069307,-0.006814342,0.000056240,-0.000357051,0.002742572,0.000566307,-0.000770622,-0.008207125,0.005574133,0.005143934,0.000828221,0.305668613,0.000485995,-0.004130781,0.009507941,-0.053995183,-0.046575235,-0.839936331,0.027063488,1.007549464,0.234166744,-0.065132644,0.043596873,0.031399996,0.183642360,0.040652453,-0.294912718,-0.291152554,0.046991365
2320,2.320000,step_1,0,2.321000,0.021969216,0.020182092,0.034444099,0.035571330,0.091867500,0.215360776,0.027730000,0.075964152,0.215379531,0.012573167,0.181132424,-0.224337808,0.034708944,0.167289627,-0.214916402,0.023442581,0.254182111,0.054403091,0.033596950,-0.050363524,0.033953341,0.050347635,-0.008277388,0.538231253,0.032631421,-0.029482859,0.796741100,-0.022445387,-0.056832830,-0.013551945,-0.007367479,0.000062919,-0.000353963,0.002931064,0.000571189,-0.000837505,-0.008875610,0.006013948,0.005552462,0.000872624,0.306112188,0.000555859,-0.004468732,0.010290171,-0.055918011,-0.046487866,-0.839893675,0.027542911,1.007598309,0.234307172,-0.067469618,0.044903144,0.032761878,0.183070239,0.042360263,-0.294025556,-0.292194760,0.049818913
2330,2.330000,step_1,0,2.331000,0.021754919,0.019848160,0.035346830,0.036628505,0.091867500,0.215360776,0.027730000,0.076271638,0.215380863,0.012562760,0.181132424,-0.224337808,0.034708944,0.167599673,-0.215109936,0.023499105,0.249752555,0.054515453,0.033628970,-0.048533405,0.033968262,0.050381980,-0.008689423,0.541527093,0.035702106,-0.029360806,0.800926349,-0.022441345,-0.056913196,-0.013049447,-0.007939383,0.000069859,-0.000350811,0.003124272,0.000576109,-0.000906594,-0.009567411,0.006466371,0.005974179,0.000917687,0.306572567,0.000629314,-0.004818716,0.011100825,-0.057759857,-0.046399518,-0.839849354,0.027996194,1.007647075,0.234466283,-0.069718091,0.046123513,0.034061884,0.182468839,0.044035872,-0.293126507,-0.293182732,0.052548046
2340,2.340000,step_1,0,2.341000,0.021536491,0.019505760,0.036206667,0.037631976,0.091867500,0.215360776,0.027730000,0.076588232,0.215382214,0.012552254,0.181132424,-0.224337808,0.034708944,0.167918588,-0.215309076,0.023557656,0.245431251,0.054628771,0.033661290,-0.046768850,0.033983734,0.050418560,-0.009086830,0.544700277,0.038692011,-0.029253832,0.805014417,-0.022437826,-0.056990586,-0.012563387,-0.008529213,0.000077052,-0.000347601,0.003321929,0.000581056,-0.000977805,-0.010281615,0.006930520,0.006408442,0.000963331,0.307049402,0.000706303,-0.005180226,0.011938909,-0.059515127,-0.046310340,-0.839803337,0.028422219,1.007695588,0.234644188,-0.071871512,0.047254120,0.035296073,0.181838869,0.045674380,-0.292217327,-0.294113107,0.055170273
2350,2.350000,step_1,0,2.351000,0.021314525,0.019155600,0.037020686,0.038578115,0.091867500,0.215360776,0.027730000,0.076913454,0.215383582,0.012541683,0.181132424,-0.224337808,0.034708944,0.168245856,-0.215513503,0.023618182,0.241222426,0.054742908,0.033693863,-0.045071180,0.033999725,0.050457353,-0.009468437,0.547749471,0.041598006,-0.029161927,0.808999857,-0.022434834,-0.057064717,-0.012095287,-0.009136074,0.000084492,-0.000344339,0.003523756,0.000586026,-0.001051047,-0.011017245,0.007405478,0.006854567,0.001009474,0.307542297,0.000786757,-0.005552721,0.012803347,-0.061178541,-0.046220488,-0.839755597,0.028819931,1.007743670,0.234840936,-0.073923639,0.048291508,0.036460743,0.181181124,0.047270855,-0.291299815,-0.294982732,0.057677412
2360,2.360000,step_1,0,2.361000,0.021089633,0.018798422,0.037786164,0.039463570,0.091867500,0.215360776,0.027730000,0.077246797,0.215384963,0.012531083,0.181132424,-0.224337808,0.034708944,0.168580936,-0.215722882,0.023680622,0.237130271,0.054857720,0.033726638,-0.043441695,0.034016201,0.050498326,-0.009833126,0.550673435,0.044417005,-0.029085073,0.812877475,-0.022432374,-0.057135321,-0.011646616,-0.009759021,0.000092171,-0.000341032,0.003729463,0.000591008,-0.001126225,-0.011773261,0.007890293,0.007311838,0.001056031,0.308050803,0.000870598,-0.005935627,0.013692981,-0.062745136,-0.046130113,-0.839706114,0.029188345,1.007791142,0.235056521,-0.075868549,0.049232616,0.037552429,0.180496485,0.048820365,-0.290375805,-0.295788663,0.060061603
2370,2.370000,step_1,0,2.371000,0.020862449,0.018435007,0.038500572,0.040285263,0.091867500,0.215360776,0.027730000,0.077587731,0.215386354,0.012520486,0.181132424,-0.224337808,0.034708944,0.168923263,-0.215936866,0.023744910,0.233158920,0.054973062,0.033759565,-0.041881666,0.034033125,0.050541442,-0.010179833,0.553471035,0.047145987,-0.029023235,0.816642338,-0.022430450,-0.057202146,-0.011218782,-0.010397059,0.000100079,-0.000337687,0.003938753,0.000595996,-0.001203237,-0.012548564,0.008383988,0.007779502,0.001102920,0.308574427,0.000957737,-0.006328338,0.014606577,-0.064210267,-0.046039372,-0.839654878,0.029526543,1.007837827,0.235290879,-0.077700636,0.050074768,0.038567905,0.179785913,0.050317995,-0.289447169,-0.296528164,0.062315322
2380,2.380000,step_1,0,2.381000,0.020633620,0.018066165,0.039161576,0.041040374,0.091867500,0.215360776,0.027730000,0.077935704,0.215387754,0.012509928,0.181132424,-0.224337808,0.034708944,0.169272252,-0.216155092,0.023810972,0.229312417,0.055088784,0.033792593,-0.040392326,0.034050463,0.050586658,-0.010507551,0.556141247,0.049782013,-0.028976362,0.820289778,-0.022429066,-0.057264955,-0.010813136,-0.011049151,0.000108206,-0.000334311,0.004151317,0.000600982,-0.001281979,-0.013342004,0.008885559,0.008256778,0.001150056,0.309112625,0.001048076,-0.006730218,0.015542827,-0.065569609,-0.045948420,-0.839601883,0.029833675,1.007883546,0.235543893,-0.079414617,0.050815663,0.039504187,0.179050448,0.051758877,-0.288515809,-0.297198711,0.064431401
2390,2.390000,step_1,0,2.391000,0.020403808,0.017692740,0.039767033,0.041726348,0.091867500,0.215360776,0.027730000,0.078290142,0.215389159,0.012499441,0.181132424,-0.224337808,0.034708944,0.169627295,-0.216377185,0.023878730,0.225594695,0.055204734,0.033825669,-0.038974851,0.034068175,0.050633924,-0.010815329,0.558683164,0.052322247,-0.028944385,0.823815391,-0.022428226,-0.057323525,-0.010430963,-0.011714216,0.000116544,-0.000330912,0.004366839,0.000605958,-0.001362340,-0.014152372,0.009393980,0.008742855,0.001197352,0.309664804,0.001141506,-0.007140604,0.016500354,-0.066819158,-0.045857415,-0.839547137,0.030108966,1.007928127,0.235815388,-0.081005534,0.051453360,0.040358533,0.178291205,0.053138220,-0.287583657,-0.297797992,0.066403047
